product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/adidas-classic-rubber-w3-running-shoes-women/p/itmfe42cf9afc28b?pid=SHOH3CHWQBDZHQNS&lid=LSTSHOH3CHWQBDZHQNSW4K3P8&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_136&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOH3CHWQBDZHQNS.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,Classic Rubber W3 Running Shoes For Women,ADIDAS ,2186,0.45,4,40
https://www.flipkart.com/bata-pixie-walking-shoes-women/p/itm940762360501d?pid=SHOGTCPVTH4ZUMMG&lid=LSTSHOGTCPVTH4ZUMMGQ9JTMJ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_139&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOGTCPVTH4ZUMMG.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,PIXIE Walking Shoes For Women,Bata ,474,0.05,4.2,336
https://www.flipkart.com/off-limits-gladiator-explorex-w-casuals-women/p/itmc0fbf50ec01f7?pid=SHOHBYFCF8GB3VA9&lid=LSTSHOHBYFCF8GB3VA9J2FMRH&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_141&otracker=search&otracker1=search&fm=Search&iid=en_aF9LmuOwyeuyuhZb4pVgWJCuCK3ibDwnfrNkzNl0r6LkheAxJYdueb9GkuEjSNLJJDSEnf9T3Li4s44lPCdRNA%3D%3D&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,GLADIATOR EXPLOREX W Casuals For Women,OFF LIMITS ,1999,0.75,,
https://www.flipkart.com/asian-firefly-10-pink-sports-training-gym-walking-stylish-walking-shoes-women/p/itm47a04e96fe263?pid=SHOGHH2UXWXNRV7D&lid=LSTSHOGHH2UXWXNRV7D7TZDNM&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_142&otracker=search&otracker1=search&fm=Search&iid=en_aF9LmuOwyeuyuhZb4pVgWJCuCK3ibDwnfrNkzNl0r6LiFOURAONfiksh0ZSXm81_EgEfnaIDwmN_A7sEWUciGKV8WX5krIChubBlraAu4CQ%3D&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,"Firefly-10 Pink Sports,Training,Gym,Walking,Stylish Walking Shoes For Women",asian ,835,0.44,4.2,9075
https://www.flipkart.com/megpar-155-trend-new-black-stylish-look-comfortable-casual-shoes-womens-training-gym-women/p/itm10e43aa7a7b8d?pid=SHOGXC4UG26ZAGSZ&lid=LSTSHOGXC4UG26ZAGSZWWOF9I&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_145&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOGXC4UG26ZAGSZ.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,Megpar 155 Trend New Black Stylish Look Comfortable Casual Shoes Womens Training & Gym Shoes For Women,MEGPAR ,426,0.73,3.9,543
https://www.flipkart.com/nike-city-trainer-3-running-shoes-women/p/itm33bdbe9312a66?pid=SHOHYP7SF2G7QPVU&lid=LSTSHOHYP7SF2G7QPVUTNSTMO&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_146&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOHYP7SF2G7QPVU.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,City Trainer 3 Running Shoes For Women,NIKE ,2869,0.42,3.7,20
https://www.flipkart.com/puma-softride-astro-slip-walking-shoes-women/p/itmec14a4682dc94?pid=SHOGQANE6VZDTCGY&lid=LSTSHOGQANE6VZDTCGYK5F2RG&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_149&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOGQANE6VZDTCGY.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,Softride Astro Slip Walking Shoes For Women,PUMA ,2905,0.58,4.1,520
https://www.flipkart.com/shoe-blate-women-s-casual-walking-running-shoes-women/p/itm6df2c1ad107fc?pid=SHOHEYB73Q7HMPVU&lid=LSTSHOHEYB73Q7HMPVUHJX6XL&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_150&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOHEYB73Q7HMPVU.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,Women's Casual Walking Running Shoe Walking Shoes For Women,SHOE BLATE ,650,0.56,,
https://www.flipkart.com/campus-noor-plus-running-shoes-women/p/itm1d7e014d69a9e?pid=SHOFYZKMBJETDNSC&lid=LSTSHOFYZKMBJETDNSCXWZGON&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_154&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOFYZKMBJETDNSC.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,NOOR PLUS Running Shoes For Women,CAMPUS ,881,0.19,4.3,11428
https://www.flipkart.com/puma-softride-harmony-slip-leo-running-shoes-women/p/itm450b3dc844539?pid=SHOHFZKWEDSBZWFU&lid=LSTSHOHFZKWEDSBZWFUAPUAXN&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_155&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOHFZKWEDSBZWFU.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,Softride Harmony Slip Leo Running Shoes For Women,PUMA ,2699,0.5,4.3,233
https://www.flipkart.com/skechers-max-cushioning-endeavour-ca-running-shoes-women/p/itmdb31bb93ab92a?pid=SHOHCYD6Y3HZTKPA&lid=LSTSHOHCYD6Y3HZTKPAJIUK8F&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_156&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOHCYD6Y3HZTKPA.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,MAX CUSHIONING ENDEAVOUR - CA Running Shoes For Women,Skechers ,4189,0.44,,
https://www.flipkart.com/adidas-galaxy-7-w-running-shoes-women/p/itm635cafb7569d0?pid=SHOHFCB2NZQJJHSR&lid=LSTSHOHFCB2NZQJJHSRJEZV9L&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_159&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOHFCB2NZQJJHSR.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,Galaxy 7 W Running Shoes For Women,ADIDAS ,3089,0.48,4.4,503
https://www.flipkart.com/puma-softride-harmony-slip-wns-running-shoes-women/p/itmb47f40e74d586?pid=SHOGYBKYYE6TPGDS&lid=LSTSHOGYBKYYE6TPGDSBSVCQH&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_4_160&otracker=search&otracker1=search&fm=Search&iid=e1d4dd88-871a-4b84-86c2-d1cc32f7fbb0.SHOGYBKYYE6TPGDS.SEARCH&ppt=sp&ppn=sp&ssid=knafoxjv740000001755848070750&qH=32e27b1148959538,Softride Harmony Slip Wns Running Shoes For Women,PUMA ,2744,0.5,4.1,144
https://www.flipkart.com/puma-reflect-lite-trail-running-shoes-women/p/itm37d9a268c87bd?pid=SHOHFYQ9VZKYSES6&lid=LSTSHOHFYQ9VZKYSES6J3UDOT&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_165&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOHFYQ9VZKYSES6.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,Reflect Lite Trail Running Shoes For Women,PUMA ,3045,0.56,4.4,787
https://www.flipkart.com/nike-run-defy-running-shoes-women/p/itm8bc75cd88821e?pid=SHOHBZGWJUDJYXMW&lid=LSTSHOHBZGWJUDJYXMWAKGSXV&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_166&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOHBZGWJUDJYXMW.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,Run Defy Running Shoes For Women,NIKE ,3595,0.1,4.6,74
https://www.flipkart.com/campus-alias-running-shoes-women/p/itm28e9341081ea0?pid=SHOG7QYGMPBRCFFZ&lid=LSTSHOG7QYGMPBRCFFZRSLLE1&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_169&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOG7QYGMPBRCFFZ.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,ALIAS Running Shoes For Women,CAMPUS ,1175,0.3,4.2,747
https://www.flipkart.com/puma-reflect-lite-trail-ptx-running-shoes-women/p/itma9bcbe9340369?pid=SHOHFYQPW2YYAHNV&lid=LSTSHOHFYQPW2YYAHNVXSPDVF&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_170&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOHFYQPW2YYAHNV.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,Reflect Lite Trail PTX Running Shoes For Women,PUMA ,6999,,4.2,610
https://www.flipkart.com/sparx-sl-173-stylish-comfortable-walking-shoes-women/p/itmcfcdc6edff7ff?pid=SHOGS8Z8VJK2BSHS&lid=LSTSHOGS8Z8VJK2BSHSP3XNXT&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_173&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOGS8Z8VJK2BSHS.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,"SL 173 | Stylish, Comfortable | Walking Shoes For Women",Sparx ,439,0.2,4.3,5383
https://www.flipkart.com/sparx-sl-164-walking-shoes-women/p/itmeacc4dda24bed?pid=SHOFTV3HPKUGK5FG&lid=LSTSHOFTV3HPKUGK5FGNGWUII&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_174&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOFTV3HPKUGK5FG.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,SL 164 Walking Shoes For Women,Sparx ,550,0.49,4,24
https://www.flipkart.com/puma-softride-astro-slip-running-shoes-women/p/itma8344bd621413?pid=SHOHFYQ9VNB6RTRA&lid=LSTSHOHFYQ9VNB6RTRAECBVSC&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_176&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOHFYQ9VNB6RTRA.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,Softride Astro Slip Running Shoes For Women,PUMA ,2905,0.58,4.3,70
https://www.flipkart.com/shoetopia-walking-running-training-outdoor-gym-lightweight-comfortable-shoe-girls-walking-shoes-women/p/itm033d122de3f0f?pid=SHOGGBYUZAPSMVXP&lid=LSTSHOGGBYUZAPSMVXPOYBGKZ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_179&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOGGBYUZAPSMVXP.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,"Walking, Running, Training, Outdoor & Gym Lightweight Comfortable Shoe for Girls Walking Shoes For Women",SHOETOPIA ,677,0.66,4.1,618
https://www.flipkart.com/adidas-ligra-7-w-walking-shoes-women/p/itmb0cc77c6ec61f?pid=SHOG9XNWZGUKYYVB&lid=LSTSHOG9XNWZGUKYYVBXROLYL&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_180&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOG9XNWZGUKYYVB.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,Ligra 7 W Walking Shoes For Women,ADIDAS ,3104,0.48,4.3,124
https://www.flipkart.com/reebok-walk-view-slip-walking-shoes-women/p/itmc4c0d2e01bb16?pid=SHOGX8PDHBDGSXTA&lid=LSTSHOGX8PDHBDGSXTANFXYUU&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_183&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOGX8PDHBDGSXTA.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,Walk View Slip Walking Shoes For Women,REEBOK ,2349,0.53,4.4,54
https://www.flipkart.com/adidas-galaxy-7-w-running-shoes-women/p/itmf043203ad25b7?pid=SHOHFCB2UQR5U8ZU&lid=LSTSHOHFCB2UQR5U8ZU4M1IWF&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_184&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOHFCB2UQR5U8ZU.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,GALAXY 7 W Running Shoes For Women,ADIDAS ,5999,,4.4,503
https://www.flipkart.com/adidas-grand-court-base-2-0-running-shoes-women/p/itm85ecf5d9b4785?pid=SHOH8NTNUGPMRWHX&lid=LSTSHOH8NTNUGPMRWHXQUIERE&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_185&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOH8NTNUGPMRWHX.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,GRAND COURT BASE 2.0 Running Shoes For Women,ADIDAS ,3237,0.5,,
https://www.flipkart.com/adidas-amalgo-ws-running-shoes-women/p/itm9f68b1b4570a4?pid=SHOH3CHXPKNUZ3BF&lid=LSTSHOH3CHXPKNUZ3BFFYTR5K&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_190&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOH3CHXPKNUZ3BF.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,Amalgo Ws Running Shoes For Women,ADIDAS ,1891,0.58,4.4,576
https://www.flipkart.com/puma-lex-hypernatural-running-shoes-women/p/itma7527cad31f9c?pid=SHOHFZKWPF8USNZQ&lid=LSTSHOHFZKWPF8USNZQOSOGNZ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_193&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOHFZKWPF8USNZQ.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,Lex Hypernatural Running Shoes For Women,PUMA ,2567,0.57,4.5,74
https://www.flipkart.com/sparx-sl-123-walking-shoes-women/p/itmfauygzjdhfujs?pid=SHOFAUDU9D6A2PVW&lid=LSTSHOFAUDU9D6A2PVWCKUMAO&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_194&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOFAUDU9D6A2PVW.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,SL 123 Walking Shoes For Women,Sparx ,749,0.25,4.3,19282
https://www.flipkart.com/nike-flex-experience-run-11-next-nature-woroad-s-running-shoes-women/p/itm8758fd0f057c3?pid=SHOG982JNRXVH99V&lid=LSTSHOG982JNRXVH99VGQKKJD&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_5_200&otracker=search&otracker1=search&fm=Search&iid=2e002e6c-4073-44c1-b8cb-781749043bd2.SHOG982JNRXVH99V.SEARCH&ppt=sp&ppn=sp&ssid=2kbdvjjark0000001755848074462&qH=32e27b1148959538,Flex Experience Run 11 Next Nature WoRoad s Running Shoes For Women,NIKE ,3076,0.38,4.2,189
